gamma:, 0.995
epsilon_start:, 0.98
epsilon_end:, 0.05
epsilon_decay:, 150
n_episodes:, 750
batch_size:, 256
target_update:, 20
running_step:, 0.02
replay_memory_size:, 100000
learning_rate:, 0.0005
614, 7.0
615, 5.0
616, 5.0
617, 4.0
618, 7.0
619, 5.0
620, 6.0
621, 4.0
622, 5.0
623, 5.0
624, 4.0
625, 27.0
626, 4.0
627, 7.0
628, 13.0
629, 15.0
630, 14.0
631, 20.0
632, 14.0
633, 6.0
634, 5.0
635, 18.0
636, 22.0
637, 4.0
638, 6.0
639, 5.0
640, 44.0
641, 18.0
642, 20.0
643, 10.0
644, 4.0
645, 6.0
646, 20.0
647, 4.0
648, 5.0
649, 6.0
650, 5.0
651, 5.0
652, 5.0
653, 10.0
654, 5.0
655, 12.0
656, 4.0
657, 6.0
658, 13.0
659, 12.0
660, 13.0
661, 4.0
662, 6.0
663, 4.0
664, 16.0
665, 28.0
666, 6.0
667, 11.0
668, 5.0
669, 22.0
670, 4.0
671, 6.0
672, 16.0
673, 7.0
674, 18.0
675, 11.0
676, 51.0
677, 5.0
678, 7.0
679, 7.0
680, 38.0
681, 9.0
682, 6.0
683, 5.0
684, 6.0
685, 17.0
686, 15.0
687, 15.0
688, 9.0
689, 7.0
690, 5.0
691, 10.0
692, 6.0
693, 12.0
694, 47.0
695, 4.0
696, 4.0
697, 4.0
698, 18.0
699, 15.0
700, 4.0
701, 11.0
702, 9.0
703, 18.0
704, 5.0
705, 10.0
706, 13.0
707, 13.0
708, 5.0
709, 8.0
710, 9.0
711, 8.0
712, 7.0
713, 5.0
714, 7.0
715, 17.0
716, 19.0
717, 5.0
718, 15.0
719, 4.0
720, 9.0
721, 16.0
722, 4.0
723, 20.0
724, 13.0
725, 20.0
726, 14.0
727, 8.0
728, 9.0
729, 10.0
730, 6.0
731, 5.0
732, 6.0
733, 32.0
734, 11.0
735, 10.0
736, 6.0
737, 6.0
738, 20.0
739, 4.0
740, 9.0
741, 7.0
742, 12.0
743, 9.0
744, 4.0
745, 4.0
746, 53.0
747, 11.0
748, 10.0
749, 5.0

 Overall score: 14.73
 Best 100 score: 38.16
